Player,AllStar,Season,age,Team,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
Alvan Adams,0,1981,27.0,PHO,NBA,C,79.0,75.0,30.3,6.4,13.0,0.494,0.0,0.0,0.0,6.4,13.0,0.494,0.494,2.3,2.9,0.7809999999999999,1.7,5.7,7.4,4.5,1.0,2.5,3.4,15.1
Alvan Adams,0,1982,28.0,PHO,NBA,C,80.0,75.0,30.6,6.0,12.3,0.486,0.0,0.0,0.333,6.0,12.2,0.487,0.487,2.3,2.7,0.8290000000000001,2.0,4.8,6.9,4.7,0.9,3.0,3.6,14.2
Alvan Adams,0,1983,29.0,PHO,NBA,C,70.0,13.0,20.7,3.8,8.3,0.462,0.0,0.1,0.0,3.8,8.3,0.465,0.462,1.9,2.3,0.825,1.7,2.9,4.6,3.1,0.4,1.7,2.8,9.6
Alvan Adams,0,1984,30.0,PHO,NBA,PF,82.0,69.0,26.0,5.8,11.2,0.52,0.0,0.0,,5.8,11.2,0.52,0.52,3.0,3.5,0.883,1.9,4.2,6.1,3.8,0.6,2.4,3.1,14.7
Alvan Adams,0,1985,31.0,PHO,NBA,C,78.0,45.0,25.7,4.4,8.7,0.502,0.0,0.0,0.0,4.4,8.7,0.504,0.502,2.0,2.6,0.7829999999999999,1.9,4.2,6.1,4.2,0.6,2.6,3.5,10.8
Alvan Adams,0,1986,32.0,PHO,NBA,C,68.0,40.0,24.9,4.6,9.1,0.503,0.0,0.0,0.0,4.6,9.1,0.504,0.503,2.0,2.5,0.7879999999999999,1.3,3.6,5.0,3.3,0.5,2.0,3.0,11.1
Alvan Adams,0,1987,33.0,PHO,NBA,C,82.0,25.0,20.1,3.1,6.2,0.496,0.0,0.0,0.5,3.0,6.1,0.496,0.4970000000000001,1.3,1.6,0.8440000000000001,1.4,3.0,4.5,2.2,0.5,1.7,3.0,7.5
Don Adams,0,1970,23.0,SDR,NBA,SF,82.0,,29.0,4.8,11.7,0.409,,,,4.8,11.7,0.409,0.409,1.9,2.6,0.731,,,7.1,2.1,,,4.2,11.4
Don Adams,0,1971,24.0,TOT,NBA,SF,73.0,,28.4,4.3,10.9,0.392,,,,4.3,10.9,0.392,0.392,2.8,3.8,0.745,,,6.9,1.9,,,3.6,11.4
Don Adams,0,1971,24.0,HOU,NBA,SF,3.0,,13.7,2.0,6.3,0.316,,,,2.0,6.3,0.316,0.316,0.3,0.7,0.5,,,2.7,1.0,,,2.3,4.3
Don Adams,0,1971,24.0,ATL,NBA,SF,70.0,,29.0,4.4,11.1,0.394,,,,4.4,11.1,0.394,0.394,2.9,3.9,0.747,,,7.1,2.0,,,3.7,11.7
Don Adams,0,1972,25.0,TOT,NBA,SF,74.0,,25.3,3.6,9.2,0.391,,,,3.6,9.2,0.391,0.391,2.0,2.5,0.7879999999999999,,,6.0,1.6,,,3.1,9.1
Don Adams,0,1972,25.0,ATL,NBA,SF,4.0,,19.0,2.0,9.5,0.211,,,,2.0,9.5,0.211,0.211,1.8,2.0,0.875,,,5.5,1.3,,,2.8,5.8
Don Adams,0,1972,25.0,DET,NBA,SF,70.0,,25.7,3.7,9.1,0.402,,,,3.7,9.1,0.402,0.402,2.0,2.5,0.784,,,6.0,1.6,,,3.1,9.3
Don Adams,0,1973,26.0,DET,NBA,SF,74.0,,31.1,4.1,10.0,0.408,,,,4.1,10.0,0.408,0.408,2.1,2.7,0.7609999999999999,1.8,4.3,6.1,1.9,0.2,,3.3,10.3
Don Adams,0,1974,27.0,TOT,TOT,SF,67.0,,25.6,2.5,6.2,0.409,0.0,0.0,0.0,2.5,6.1,0.41,0.409,0.9,1.5,0.62,1.3,3.4,4.7,1.9,0.3,0.4,3.2,6.0
Don Adams,0,1974,27.0,DET,NBA,SF,51.0,,27.0,2.5,6.2,0.403,,,,2.5,6.2,0.403,0.403,0.9,1.5,0.5770000000000001,1.2,3.5,4.8,1.5,0.4,,3.5,5.9
Don Adams,0,1975,27.0,SSL,ABA,SF,16.0,,21.4,2.6,6.1,0.429,0.0,0.1,0.0,2.6,6.1,0.433,0.429,1.1,1.4,0.773,1.3,2.9,4.3,3.4,0.1,1.7,2.4,6.3
Don Adams,0,1975,28.0,TOT,TOT,SF,76.0,,18.8,2.2,5.5,0.394,0.0,0.0,0.0,2.2,5.5,0.396,0.394,1.4,1.8,0.736,1.1,2.4,3.4,2.1,0.2,0.7,2.7,5.7
Don Adams,0,1976,28.0,SSL,ABA,SF,20.0,,36.3,5.0,12.6,0.394,0.0,0.1,0.0,5.0,12.5,0.398,0.394,3.2,4.2,0.759,2.2,3.6,5.8,4.4,0.4,2.6,4.0,13.1
George Adams,0,1972,23.0,SDA,ABA,SF,60.0,,14.4,2.6,5.2,0.49,0.0,0.1,0.28600000000000003,2.5,5.1,0.495,0.494,1.1,1.4,0.7829999999999999,1.3,2.2,3.4,1.1,,1.1,1.6,6.2
George Adams,0,1973,24.0,SDA,ABA,SF,80.0,,17.9,3.2,6.3,0.5,0.0,0.1,0.14300000000000002,3.2,6.2,0.505,0.501,1.0,1.3,0.757,1.6,2.7,4.3,1.6,0.3,1.5,1.4,7.3
George Adams,0,1974,25.0,SDA,ABA,SF,75.0,,21.4,4.1,8.3,0.498,0.0,0.0,0.333,4.1,8.3,0.499,0.499,1.0,1.1,0.8490000000000001,1.5,2.8,4.4,1.7,0.5,1.4,2.2,9.3
Hassan Adams,0,2006,22.0,NJN,NBA,SG,61.0,8.0,8.1,1.2,2.2,0.556,0.0,0.0,0.0,1.2,2.2,0.56,0.556,0.4,0.6,0.667,0.6,0.7,1.3,0.2,0.1,0.4,0.8,2.9
Hassan Adams,0,2008,24.0,TOR,NBA,SG,12.0,0.0,4.3,0.3,1.1,0.308,0.0,0.0,,0.3,1.1,0.308,0.308,0.3,0.5,0.5,0.1,0.5,0.6,0.1,0.1,0.3,0.3,0.9
Jordan Adams,0,2014,20.0,MEM,NBA,SG,30.0,0.0,8.3,1.2,2.9,0.407,0.3,0.8,0.4,0.8,2.0,0.41,0.465,0.5,0.8,0.609,0.3,0.6,0.9,0.5,0.2,0.5,0.8,3.1
Jordan Adams,0,2015,21.0,MEM,NBA,SG,2.0,0.0,7.5,1.0,3.0,0.333,0.0,0.5,0.0,1.0,2.5,0.4,0.333,1.5,2.5,0.6,0.0,1.0,1.0,1.5,0.0,1.0,1.0,3.5
Michael Adams,0,1985,23.0,SAC,NBA,PG,18.0,0.0,7.7,0.9,2.4,0.364,0.0,0.2,0.0,0.9,2.3,0.39,0.364,0.4,0.7,0.667,0.1,0.2,0.3,1.2,0.1,0.6,0.5,2.2
Michael Adams,0,1986,24.0,WSB,NBA,PG,63.0,0.0,20.7,2.5,6.2,0.407,0.4,1.6,0.275,2.1,4.6,0.454,0.443,1.7,2.0,0.847,0.6,1.3,2.0,3.9,0.1,1.3,1.4,7.2
Michael Adams,0,1987,25.0,DEN,NBA,PG,82.0,75.0,33.9,5.1,11.3,0.449,1.7,4.6,0.3670000000000001,3.4,6.7,0.505,0.524,2.0,2.4,0.8340000000000001,0.5,2.2,2.7,6.1,0.2,1.8,1.7,13.9
Michael Adams,0,1988,26.0,DEN,NBA,PG,77.0,77.0,36.2,6.1,14.1,0.433,2.2,6.1,0.35600000000000004,3.9,8.0,0.49,0.509,4.2,5.1,0.8190000000000001,0.9,2.8,3.7,6.4,0.1,2.3,1.9,18.5
Michael Adams,0,1989,27.0,DEN,NBA,PG,79.0,74.0,34.1,5.0,12.5,0.402,2.0,5.5,0.366,3.0,7.1,0.431,0.482,3.4,4.0,0.85,0.6,2.2,2.8,6.3,0.0,1.8,1.7,15.5
Michael Adams,0,1990,28.0,DEN,NBA,PG,66.0,66.0,35.5,8.5,21.5,0.394,2.5,8.5,0.29600000000000004,6.0,13.0,0.459,0.453,7.0,8.0,0.879,0.9,3.0,3.9,10.5,0.1,3.6,2.5,26.5
Michael Adams,1,1991,29.0,WSB,NBA,PG,78.0,78.0,35.8,6.2,15.8,0.393,1.6,4.9,0.324,4.6,10.9,0.425,0.444,4.0,4.6,0.8690000000000001,0.7,3.2,4.0,7.6,0.1,2.7,2.1,18.1
Michael Adams,0,1992,30.0,WSB,NBA,PG,70.0,70.0,35.7,5.2,11.9,0.439,1.0,3.0,0.321,4.2,8.8,0.48,0.48,3.4,4.0,0.856,0.7,2.7,3.4,7.5,0.1,2.5,2.1,14.8
Michael Adams,0,1993,31.0,WSB,NBA,PG,70.0,67.0,33.4,4.1,10.0,0.408,0.8,2.7,0.28800000000000003,3.3,7.2,0.454,0.448,3.2,3.9,0.83,0.5,2.1,2.6,6.9,0.1,2.4,2.0,12.1
Michael Adams,0,1994,32.0,CHH,NBA,PG,29.0,0.0,15.3,2.3,5.1,0.453,1.0,2.8,0.358,1.3,2.3,0.5670000000000001,0.551,0.9,1.0,0.833,0.2,0.8,1.0,3.3,0.0,0.9,1.4,6.5
Michael Adams,0,1995,33.0,CHH,NBA,PG,21.0,3.0,15.7,1.8,4.0,0.446,0.7,2.0,0.341,1.1,2.0,0.5479999999999999,0.53,1.2,1.7,0.743,0.2,0.8,1.0,3.2,0.2,1.2,1.2,5.4
Rafael Addison,0,1986,22.0,PHO,NBA,SF,62.0,12.0,11.5,2.4,5.3,0.441,0.3,0.8,0.32,2.1,4.5,0.463,0.465,0.8,1.0,0.797,0.7,1.0,1.7,0.7,0.1,0.9,1.2,5.8
Rafael Addison,0,1991,27.0,NJN,NBA,SF,76.0,8.0,15.5,2.5,5.7,0.433,0.2,0.6,0.28600000000000003,2.3,5.0,0.452,0.449,0.7,1.0,0.737,0.9,1.3,2.2,0.9,0.4,0.6,1.4,5.8
Rafael Addison,0,1992,28.0,NJN,NBA,SF,68.0,15.0,17.1,2.7,6.0,0.443,0.1,0.5,0.206,2.6,5.5,0.464,0.451,0.8,1.0,0.8140000000000001,0.7,1.3,1.9,0.8,0.2,0.9,1.8,6.3
Rafael Addison,0,1994,30.0,DET,NBA,SF,79.0,16.0,22.5,3.5,7.4,0.476,0.3,1.1,0.289,3.2,6.4,0.507,0.4970000000000001,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.3,1.0,3.0,8.3
Rafael Addison,0,1995,31.0,CHH,NBA,SF,53.0,0.0,9.7,1.5,3.1,0.467,0.0,0.2,0.0,1.5,2.9,0.494,0.467,0.3,0.4,0.773,0.5,1.2,1.7,0.6,0.2,0.5,1.4,3.2
Rafael Addison,0,1996,32.0,CHH,NBA,SF,41.0,3.0,8.7,1.2,3.0,0.402,0.2,0.5,0.4,1.0,2.5,0.402,0.434,0.5,0.7,0.7859999999999999,0.5,0.6,1.1,0.8,0.1,0.4,1.3,3.1
Rick Adelman,0,1968,22.0,SDR,NBA,PG,77.0,,18.8,2.3,5.8,0.394,,,,,,,,1.7,2.6,0.642,,,2.8,3.1,,,2.1,6.3
Rick Adelman,0,1969,23.0,SDR,NBA,PG,35.0,,20.5,2.7,7.1,0.389,,,,,,,,1.9,2.6,0.747,,,2.3,3.2,,,2.6,7.4
Rick Adelman,0,1970,24.0,POR,NBA,PG,81.0,,28.4,4.7,11.0,0.422,,,,,,,,3.3,4.6,0.7240000000000001,,,3.5,4.7,,,2.6,12.6
Rick Adelman,0,1971,25.0,POR,NBA,PG,80.0,,30.6,4.1,9.4,0.4370000000000001,,,,,,,,1.9,2.5,0.7509999999999999,,,2.9,5.2,,,2.6,10.1
Rick Adelman,0,1972,26.0,POR,NBA,PG,76.0,,24.0,2.8,6.9,0.408,,,,,,,,1.0,1.3,0.716,,,2.1,3.9,,,2.0,6.6
Rick Adelman,0,1973,27.0,CHI,NBA,PG,55.0,,11.2,1.2,3.1,0.376,,,,,,,,1.0,1.4,0.711,0.3,1.0,1.3,1.0,0.0,,1.1,3.3
Rick Adelman,0,1974,28.0,TOT,NBA,PG,58.0,,18.5,2.1,5.0,0.423,,,,,,,,1.3,1.8,0.7090000000000001,0.4,1.2,1.6,1.9,0.1,,1.7,5.5
Rick Adelman,0,1974,28.0,CHI,NBA,PG,12.0,,28.3,3.6,8.7,0.413,,,,,,,,2.3,3.3,0.718,0.5,1.7,2.2,2.9,0.1,,2.6,9.5
Rick Adelman,0,1974,28.0,NOJ,NBA,PG,28.0,,21.9,2.4,5.7,0.421,,,,,,,,1.5,2.1,0.695,0.5,1.5,2.0,2.5,0.2,,2.1,6.3
Rick Adelman,0,1974,28.0,KCO,NBA,PG,18.0,,6.7,0.7,1.6,0.464,,,,,,,,0.2,0.3,0.8,0.3,0.4,0.8,0.4,0.1,,0.7,1.7
Jeff Adrien,0,2010,24.0,GSW,NBA,PF,23.0,0.0,8.5,1.0,2.3,0.426,0.0,0.0,,1.0,2.3,0.426,0.426,0.5,0.8,0.579,1.0,1.5,2.5,0.4,0.2,0.4,1.2,2.5
Jeff Adrien,0,2011,25.0,HOU,NBA,PF,8.0,0.0,7.9,0.9,2.0,0.438,0.0,0.0,,0.9,2.0,0.438,0.438,0.9,1.5,0.583,0.6,2.1,2.8,0.1,0.3,0.3,1.6,2.6
Jeff Adrien,0,2012,26.0,CHA,NBA,PF,52.0,5.0,13.7,1.4,3.2,0.429,0.0,0.0,0.0,1.4,3.2,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.5,0.6,1.5,4.0
Jeff Adrien,0,2013,27.0,TOT,NBA,PF,53.0,12.0,18.1,2.7,5.2,0.52,0.0,0.0,,2.7,5.2,0.52,0.52,1.4,2.2,0.639,1.9,3.8,5.8,0.7,0.7,0.7,2.0,6.8
Jeff Adrien,0,2013,27.0,CHA,NBA,PF,25.0,0.0,10.2,0.9,1.6,0.55,0.0,0.0,,0.9,1.6,0.55,0.55,0.5,1.0,0.52,1.3,2.2,3.5,0.3,0.6,0.3,1.4,2.3
Jeff Adrien,0,2013,27.0,MIL,NBA,PF,28.0,12.0,25.2,4.3,8.4,0.515,0.0,0.0,,4.3,8.4,0.515,0.515,2.3,3.4,0.67,2.5,5.3,7.8,1.1,0.8,1.1,2.6,10.9
Jeff Adrien,0,2014,28.0,MIN,NBA,PF,17.0,0.0,12.6,1.1,2.6,0.4320000000000001,0.0,0.0,,1.1,2.6,0.4320000000000001,0.4320000000000001,1.3,2.2,0.579,1.4,3.2,4.5,0.9,0.5,0.5,1.8,3.5
Arron Afflalo,0,2007,22.0,DET,NBA,SG,75.0,9.0,12.9,1.3,3.2,0.411,0.1,0.6,0.208,1.2,2.6,0.461,0.4320000000000001,0.9,1.2,0.782,0.5,1.3,1.8,0.7,0.1,0.5,1.1,3.7
Arron Afflalo,0,2008,23.0,DET,NBA,SG,74.0,8.0,16.7,1.8,4.1,0.4370000000000001,0.6,1.4,0.402,1.2,2.6,0.456,0.508,0.8,1.0,0.8170000000000001,0.4,1.4,1.8,0.6,0.2,0.6,1.9,4.9
Arron Afflalo,0,2009,24.0,DEN,NBA,SG,82.0,75.0,27.1,3.3,7.1,0.465,1.3,3.0,0.434,2.0,4.1,0.488,0.557,0.9,1.2,0.735,0.7,2.4,3.1,1.7,0.4,0.9,2.7,8.8
Arron Afflalo,0,2010,25.0,DEN,NBA,SG,69.0,69.0,33.7,4.5,9.1,0.498,1.5,3.6,0.423,3.0,5.5,0.546,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.4,1.0,2.2,12.6
Arron Afflalo,0,2011,26.0,DEN,NBA,SG,62.0,62.0,33.6,5.3,11.3,0.471,1.4,3.6,0.398,3.9,7.7,0.504,0.534,3.2,4.0,0.7979999999999999,0.6,2.5,3.2,2.4,0.2,1.4,2.2,15.2
Arron Afflalo,0,2012,27.0,ORL,NBA,SF,64.0,64.0,36.0,6.2,14.1,0.439,1.1,3.8,0.3,5.1,10.4,0.489,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.2,2.2,2.1,16.5
Arron Afflalo,0,2013,28.0,ORL,NBA,SG,73.0,73.0,35.0,6.4,13.8,0.459,1.8,4.1,0.4270000000000001,4.6,9.7,0.473,0.522,3.8,4.6,0.815,0.4,3.2,3.6,3.4,0.0,2.0,1.9,18.2
Arron Afflalo,0,2014,29.0,TOT,NBA,SG,78.0,72.0,32.1,4.8,11.3,0.424,1.5,4.3,0.354,3.3,7.1,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.1,1.5,2.1,13.3
Arron Afflalo,0,2014,29.0,DEN,NBA,SG,53.0,53.0,33.0,5.3,12.4,0.428,1.5,4.6,0.337,3.8,7.8,0.481,0.49,2.4,2.8,0.841,0.4,3.0,3.4,1.9,0.1,1.6,2.0,14.5
Arron Afflalo,0,2014,29.0,POR,NBA,SG,25.0,19.0,30.1,3.8,9.1,0.414,1.4,3.6,0.4,2.3,5.5,0.423,0.493,1.6,1.9,0.851,0.2,2.4,2.7,1.1,0.1,1.3,2.4,10.6
Arron Afflalo,0,2015,30.0,NYK,NBA,SG,71.0,57.0,33.4,5.0,11.3,0.443,1.3,3.4,0.382,3.7,7.9,0.469,0.5,1.5,1.8,0.84,0.3,3.4,3.7,2.0,0.1,1.2,2.0,12.8
Arron Afflalo,0,2016,31.0,SAC,NBA,SG,61.0,45.0,25.9,3.0,6.9,0.44,1.0,2.5,0.411,2.0,4.4,0.457,0.514,1.4,1.5,0.892,0.1,1.9,2.0,1.3,0.1,0.7,1.7,8.4
Arron Afflalo,0,2017,32.0,ORL,NBA,SG,53.0,3.0,12.9,1.2,3.1,0.401,0.5,1.3,0.386,0.7,1.7,0.413,0.485,0.4,0.5,0.846,0.1,1.2,1.2,0.6,0.2,0.4,1.1,3.4
Maurice Ager,0,2006,22.0,DAL,NBA,SG,32.0,1.0,6.7,0.7,2.2,0.314,0.2,0.5,0.333,0.5,1.7,0.309,0.35,0.6,1.0,0.606,0.0,0.6,0.7,0.2,0.1,0.5,0.8,2.2
Maurice Ager,0,2007,23.0,TOT,NBA,SG,26.0,3.0,6.3,0.8,2.5,0.32299999999999995,0.1,0.7,0.158,0.7,1.8,0.391,0.34600000000000003,0.2,0.5,0.5,0.2,0.3,0.5,0.3,0.0,0.2,0.7,2.0
Maurice Ager,0,2007,23.0,DAL,NBA,SG,12.0,3.0,6.4,0.4,2.3,0.185,0.0,0.7,0.0,0.4,1.6,0.263,0.185,0.4,0.5,0.833,0.1,0.3,0.3,0.3,0.1,0.3,0.9,1.3
Maurice Ager,0,2007,23.0,NJN,NBA,SG,14.0,0.0,6.3,1.1,2.7,0.421,0.2,0.8,0.273,0.9,1.9,0.481,0.461,0.1,0.4,0.16699999999999998,0.2,0.4,0.6,0.3,0.0,0.2,0.4,2.6
Maurice Ager,0,2008,24.0,NJN,NBA,SG,20.0,0.0,4.9,0.8,2.2,0.349,0.0,0.3,0.0,0.8,1.9,0.405,0.349,0.2,0.4,0.5,0.2,0.4,0.5,0.2,0.1,0.2,0.9,1.7
Maurice Ager,0,2010,26.0,MIN,NBA,SG,4.0,0.0,7.3,1.5,2.8,0.545,0.8,1.0,0.75,0.8,1.8,0.429,0.682,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,1.0,1.0,3.8
Mark Aguirre,0,1981,22.0,DAL,NBA,SF,51.0,20.0,28.8,7.5,16.1,0.465,0.5,1.4,0.35200000000000004,7.0,14.7,0.475,0.48,3.3,4.8,0.68,1.7,3.1,4.9,3.2,0.4,2.6,3.0,18.7
Mark Aguirre,0,1982,23.0,DAL,NBA,SF,81.0,75.0,34.4,9.5,19.6,0.483,0.2,0.9,0.211,9.3,18.7,0.496,0.488,5.3,7.3,0.728,2.4,3.9,6.3,4.1,0.3,3.2,3.0,24.4
Mark Aguirre,1,1983,24.0,DAL,NBA,SF,79.0,79.0,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.7490000000000001,2.0,3.9,5.9,4.5,0.3,3.6,3.1,29.5
Mark Aguirre,0,1984,25.0,DAL,NBA,SF,80.0,79.0,33.7,9.9,19.6,0.506,0.3,1.1,0.318,9.6,18.6,0.517,0.515,5.5,7.3,0.759,2.4,3.6,6.0,3.1,0.3,3.2,3.1,25.7
Mark Aguirre,0,1985,26.0,DAL,NBA,SF,74.0,73.0,33.8,9.0,17.9,0.503,0.2,0.8,0.28600000000000003,8.8,17.2,0.513,0.509,4.3,6.1,0.705,2.4,3.6,6.0,4.6,0.2,3.4,3.1,22.6
Mark Aguirre,1,1986,27.0,DAL,NBA,SF,80.0,80.0,33.3,9.8,19.9,0.495,0.7,1.9,0.353,9.2,18.0,0.51,0.512,5.4,7.0,0.77,2.3,3.1,5.3,3.2,0.4,2.7,3.0,25.7
Mark Aguirre,1,1987,28.0,DAL,NBA,SF,77.0,77.0,33.9,9.7,20.4,0.475,0.7,2.2,0.302,9.0,18.2,0.496,0.491,5.0,6.5,0.77,2.4,3.3,5.6,3.6,0.7,2.6,2.9,25.1
Mark Aguirre,0,1988,29.0,TOT,NBA,SF,80.0,76.0,32.5,7.3,15.9,0.461,0.6,2.2,0.293,6.7,13.7,0.488,0.481,3.6,4.9,0.733,1.8,3.0,4.8,3.5,0.5,2.6,2.9,18.9
Mark Aguirre,0,1988,29.0,DAL,NBA,SF,44.0,44.0,34.8,8.5,18.8,0.45,0.7,2.3,0.293,7.8,16.6,0.471,0.467,4.0,5.5,0.73,2.0,3.3,5.3,4.3,0.7,3.2,2.9,21.7
Mark Aguirre,0,1988,29.0,DET,NBA,SF,36.0,32.0,29.7,5.9,12.3,0.483,0.6,2.1,0.293,5.3,10.2,0.522,0.508,3.1,4.1,0.738,1.6,2.6,4.2,2.5,0.2,1.9,2.8,15.5
Mark Aguirre,0,1989,30.0,DET,NBA,SF,78.0,40.0,25.7,5.6,11.5,0.488,0.4,1.2,0.333,5.2,10.3,0.506,0.505,2.5,3.3,0.7559999999999999,1.5,2.4,3.9,1.9,0.2,1.6,2.6,14.1
Mark Aguirre,0,1990,31.0,DET,NBA,SF,78.0,13.0,25.7,5.4,11.7,0.462,0.3,1.0,0.308,5.1,10.7,0.477,0.475,3.1,4.1,0.757,1.7,3.1,4.8,1.8,0.3,1.6,2.7,14.2
Mark Aguirre,0,1991,32.0,DET,NBA,SF,75.0,12.0,21.1,4.5,10.5,0.431,0.2,0.9,0.211,4.3,9.5,0.453,0.44,2.1,3.1,0.687,0.9,2.3,3.1,1.7,0.1,1.4,2.3,11.3
Mark Aguirre,0,1992,33.0,DET,NBA,SF,51.0,15.0,20.7,3.7,8.3,0.443,0.6,1.6,0.361,3.1,6.6,0.463,0.479,1.9,2.5,0.767,0.8,2.1,3.0,2.1,0.1,1.3,2.0,9.9
Mark Aguirre,0,1993,34.0,LAC,NBA,SF,39.0,0.0,22.0,4.2,8.9,0.468,0.9,2.4,0.398,3.2,6.5,0.494,0.522,1.3,1.8,0.6940000000000001,0.7,2.3,3.0,2.7,0.2,1.8,2.5,10.6
Blake Ahearn,0,2007,23.0,MIA,NBA,PG,12.0,0.0,14.8,1.3,4.8,0.263,0.8,2.8,0.294,0.4,1.9,0.217,0.35100000000000003,2.5,2.6,0.968,0.1,1.5,1.6,1.6,0.0,1.3,1.7,5.8
Blake Ahearn,0,2008,24.0,SAS,NBA,PG,3.0,0.0,6.3,0.7,2.0,0.333,0.7,1.3,0.5,0.0,0.7,0.0,0.5,0.7,0.7,1.0,0.0,0.3,0.3,0.7,0.0,0.3,1.0,2.7
Blake Ahearn,0,2011,27.0,UTA,NBA,PG,4.0,0.0,7.5,1.0,3.5,0.28600000000000003,0.5,2.3,0.222,0.5,1.3,0.4,0.35700000000000004,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,1.3,1.0,2.5
Danny Ainge,0,1981,22.0,BOS,NBA,SG,53.0,1.0,10.6,1.5,4.2,0.35700000000000004,0.1,0.3,0.294,1.4,3.8,0.363,0.369,1.1,1.2,0.862,0.5,0.6,1.1,1.6,0.1,1.0,1.6,4.1
Danny Ainge,0,1982,23.0,BOS,NBA,SG,80.0,76.0,25.6,4.5,9.0,0.496,0.1,0.4,0.172,4.4,8.6,0.509,0.499,0.9,1.2,0.742,1.0,1.6,2.7,3.1,0.1,1.2,3.2,9.9
Danny Ainge,0,1983,24.0,BOS,NBA,SG,71.0,3.0,16.3,2.3,5.1,0.46,0.1,0.3,0.273,2.3,4.8,0.472,0.468,0.6,0.8,0.821,0.4,1.2,1.6,2.3,0.1,1.0,2.0,5.4
Danny Ainge,0,1984,25.0,BOS,NBA,SG,75.0,73.0,34.2,5.6,10.6,0.529,0.2,0.7,0.268,5.4,9.8,0.5489999999999999,0.539,1.6,1.8,0.868,1.0,2.6,3.6,5.3,0.1,2.0,3.0,12.9
Danny Ainge,0,1985,26.0,BOS,NBA,SG,80.0,78.0,30.1,4.4,8.8,0.504,0.3,0.9,0.35600000000000004,4.1,7.9,0.521,0.522,1.5,1.7,0.904,0.6,2.4,2.9,5.1,0.1,1.6,2.6,10.7
Danny Ainge,0,1986,27.0,BOS,NBA,SG,71.0,66.0,35.2,5.8,11.9,0.486,1.2,2.7,0.443,4.6,9.2,0.498,0.536,2.1,2.3,0.897,0.7,2.7,3.4,5.6,0.2,2.0,2.7,14.8
Danny Ainge,1,1987,28.0,BOS,NBA,SG,81.0,81.0,37.3,6.0,12.1,0.491,1.8,4.4,0.415,4.1,7.7,0.534,0.5660000000000001,2.0,2.2,0.878,0.7,2.3,3.1,6.2,0.2,1.9,2.5,15.7
Danny Ainge,0,1988,29.0,TOT,NBA,PG,73.0,54.0,32.6,6.6,14.4,0.457,1.6,4.2,0.38,5.0,10.2,0.488,0.512,2.8,3.3,0.8540000000000001,1.0,2.5,3.5,5.5,0.1,2.0,2.5,17.5
Danny Ainge,0,1988,29.0,BOS,NBA,PG,45.0,28.0,30.0,6.0,13.1,0.46,1.3,3.4,0.374,4.7,9.6,0.491,0.509,2.5,2.8,0.8909999999999999,0.8,2.6,3.4,4.8,0.0,1.8,2.4,15.9
Danny Ainge,0,1988,29.0,SAC,NBA,PG,28.0,26.0,36.7,7.5,16.5,0.452,2.1,5.4,0.387,5.4,11.1,0.484,0.515,3.3,4.0,0.813,1.2,2.4,3.6,6.7,0.3,2.3,2.8,20.3
Danny Ainge,0,1989,30.0,SAC,NBA,PG,75.0,68.0,36.4,6.7,15.4,0.438,1.4,3.9,0.374,5.3,11.5,0.46,0.485,3.0,3.6,0.831,0.9,3.4,4.3,6.0,0.2,2.5,3.2,17.9
Danny Ainge,0,1990,31.0,POR,NBA,SG,80.0,0.0,21.4,4.2,8.9,0.472,1.3,3.1,0.406,2.9,5.8,0.508,0.5429999999999999,1.4,1.7,0.826,0.6,2.0,2.6,3.6,0.2,1.3,2.4,11.1
Danny Ainge,0,1991,32.0,POR,NBA,SG,81.0,6.0,19.7,3.7,8.3,0.442,1.0,2.8,0.339,2.7,5.5,0.496,0.5,1.3,1.6,0.8240000000000001,0.5,1.3,1.8,2.5,0.2,0.9,1.8,9.7
Danny Ainge,0,1992,33.0,PHO,NBA,SG,80.0,0.0,27.0,4.2,9.1,0.462,1.9,4.7,0.403,2.3,4.5,0.522,0.564,1.5,1.8,0.848,0.6,2.1,2.7,3.3,0.1,1.4,2.2,11.8
Danny Ainge,0,1993,34.0,PHO,NBA,SG,68.0,1.0,22.9,3.3,7.9,0.417,1.2,3.6,0.328,2.1,4.3,0.491,0.4920000000000001,1.1,1.4,0.83,0.4,1.5,1.9,2.6,0.1,1.2,2.1,8.9
Danny Ainge,0,1994,35.0,PHO,NBA,SG,74.0,1.0,18.6,2.6,5.7,0.46,1.1,2.9,0.364,1.6,2.8,0.5579999999999999,0.552,1.4,1.8,0.8079999999999999,0.3,1.1,1.5,2.8,0.1,1.1,2.1,7.7
